Date,Tdays,delta,d,tau_star,alpha_m,action,dtilde_tau,dexact_tau,exact_shortfall,prehit_max_violation,hit_err,lam,umax,N,seed_mode,seed_used,p_hat,se,ess,mean_weight,max_weight,hit_rate_Q,instanton_file
2007-10-12,20,0.2,0.2231435513142097,20,200.0,11.272527472786562,0.2231435513142097,0.22200943785930072,0.0011341134549089915,0.0,0.0,0.5,10.0,5000,per_query,3911697794,1.7517930601710366e-06,2.8119484462529776e-07,4.402041627237492,2.074187867588647,4900.8553467095235,0.0116,instanton_2007-10-12_T20_delta0.20_tau20_am200.npz
2007-10-12,20,0.3,0.35667494393873245,20,200.0,24.916041925337925,0.35667494393873245,0.35604603839810256,0.0006289055406298871,0.0,0.0,0.5,10.0,5000,per_query,3912467845,0.0,0.0,32.67124160314907,0.8671333620881327,627.3247966546368,0.0,instanton_2007-10-12_T20_delta0.30_tau20_am200.npz
2007-10-12,60,0.2,0.2231435513142097,26,200.0,8.729855851819917,0.2231435513142097,0.22119855640087316,0.0019449949133365507,0.0,0.0,0.5,10.0,5000,per_query,3642714848,0.007608233815749602,0.0025087389431179183,174.6063363308782,0.9181793044828852,189.55333730342906,0.1286,instanton_2007-10-12_T60_delta0.20_tau26_am200.npz
2007-10-12,60,0.3,0.35667494393873245,33,200.0,15.239864513896777,0.35667494393873245,0.3546909130022877,0.001984030936444725,0.0,0.0,0.5,10.0,5000,per_query,3099064303,1.0459856783494186e-05,2.2218488568481487e-06,89.26704556577134,0.6848800979303163,212.6272870874722,0.0234,instanton_2007-10-12_T60_delta0.30_tau33_am200.npz
2007-10-15,20,0.2,0.2231435513142097,20,200.0,10.45783203551181,0.2231435513142097,0.2229678822408223,0.00017566907338739668,0.0,0.0,0.5,10.0,5000,per_query,1812587188,2.8498869321556165e-06,4.510744118499108e-07,85.20521571704275,0.8693090206588908,259.95355448547576,0.0116,instanton_2007-10-15_T20_delta0.20_tau20_am200.npz
2007-10-15,20,0.3,0.35667494393873245,20,200.0,23.74695044561073,0.35667494393873245,0.35657681691862386,9.812702010858487e-05,0.0,0.0,0.5,10.0,5000,per_query,2937017498,0.0,0.0,49.82508328836393,0.9587956631016435,414.6811588167559,0.0,instanton_2007-10-15_T20_delta0.30_tau20_am200.npz
2007-10-15,60,0.2,0.2231435513142097,60,200.0,3.788043750770598,0.2231435513142097,0.22203127397605193,0.0011122773381577744,0.0,0.0,0.5,10.0,5000,per_query,2647105695,0.0064977909067967955,0.0003442427741089009,775.6645103006064,0.9837132243946513,58.95473630089983,0.1166,instanton_2007-10-15_T60_delta0.20_tau60_am200.npz
2007-10-15,60,0.3,0.35667494393873245,60,200.0,8.331716089101576,0.35667494393873245,0.35593025138017964,0.0007446925585528064,0.0,0.0,0.5,10.0,5000,per_query,1642318831,3.1670062974584864e-05,4.164537338964265e-06,214.61726211763138,0.987732526102522,136.77609893967536,0.0218,instanton_2007-10-15_T60_delta0.30_tau60_am200.npz
2007-10-16,20,0.2,0.2231435513142097,20,100.0,12.471720437445246,0.2231435513142106,0.22159306152316116,0.0015504897910485482,0.0,8.881784197001252e-16,0.5,10.0,5000,per_query,1301968521,2.2493968206445813e-07,5.010143677980174e-08,47.7841529595786,0.9735718704004638,465.55875967111814,0.0048,instanton_2007-10-16_T20_delta0.20_tau20_am100.npz
2007-10-16,20,0.3,0.35667494393873245,20,100.0,28.38621954840022,0.35667494393873245,0.3555683643084784,0.0011065796302540676,0.0,0.0,0.5,10.0,5000,per_query,208065127,0.0,0.0,77.86191753973291,0.5985914850191841,188.23269741032595,0.0,instanton_2007-10-16_T20_delta0.30_tau20_am100.npz
2007-10-16,60,0.2,0.2231435513142097,60,200.0,4.5255729545315155,0.2231435513142097,0.222867360512498,0.0002761908017117065,0.0,0.0,0.5,10.0,5000,per_query,3388566308,0.002699934717902001,0.00016162487597605357,783.3649100190393,0.965913568662746,37.446244632956954,0.0906,instanton_2007-10-16_T60_delta0.20_tau60_am200.npz
2007-10-16,60,0.3,0.35667494393873245,60,200.0,9.865855421864868,0.35667494393873245,0.3564942266851032,0.00018071725362922564,0.0,0.0,0.5,10.0,5000,per_query,3369949825,4.694280337170847e-06,6.844286966695686e-07,53.52073594768039,1.0080437712854335,452.1988721998024,0.0124,instanton_2007-10-16_T60_delta0.30_tau60_am200.npz
2007-10-17,20,0.2,0.2231435513142097,20,200.0,13.05195353698949,0.2231435513142097,0.22306662427952784,7.69270346818729e-05,0.0,0.0,0.5,10.0,5000,per_query,283588628,1.8799821108960802e-07,4.604464968189346e-08,48.29618980827504,0.768777078475195,315.56514858485707,0.0054,instanton_2007-10-17_T20_delta0.20_tau20_am200.npz
2007-10-17,20,0.3,0.35667494393873245,20,100.0,28.95158298448461,0.35667494393873245,0.3551393830403091,0.001535560898423327,0.0,0.0,0.5,10.0,5000,per_query,4257036502,0.0,0.0,13.848917373344362,1.157201402099944,1124.795994821736,0.0,instanton_2007-10-17_T20_delta0.30_tau20_am100.npz
2007-10-17,60,0.2,0.2231435513142097,60,200.0,4.655523213464376,0.2231435513142097,0.2227034163262669,0.0004401349879428196,0.0,0.0,0.5,10.0,5000,per_query,3649342082,0.0023823430603942776,0.00018908462837196206,611.3884224807754,0.9849262030153754,49.7074011474429,0.0846,instanton_2007-10-17_T60_delta0.20_tau60_am200.npz
2007-10-17,60,0.3,0.35667494393873245,60,200.0,10.064172982883468,0.35667494393873245,0.35634769094827856,0.00032725299045388567,0.0,0.0,0.5,10.0,5000,per_query,2511366327,4.3016750183028105e-06,6.940591605177226e-07,208.00205241751286,0.899776364064878,92.23234330044588,0.0126,instanton_2007-10-17_T60_delta0.30_tau60_am200.npz
2007-10-18,20,0.2,0.2231435513142097,20,100.0,12.689627628981956,0.2231435513142106,0.22166912831848773,0.00147442299572198,0.0,8.881784197001252e-16,0.5,10.0,5000,per_query,2414036992,1.9029268318709747e-07,4.6807744418808574e-08,146.8038385018008,0.6995207211492828,106.73560360431445,0.0046,instanton_2007-10-18_T20_delta0.20_tau20_am100.npz
2007-10-18,20,0.3,0.35667494393873245,20,100.0,28.850945181124075,0.35667494393873245,0.355615975392082,0.0010589685466504406,0.0,0.0,0.5,10.0,5000,per_query,66693456,0.0,0.0,6.615226418863973,1.241692513471058,2381.0581380833246,0.0,instanton_2007-10-18_T20_delta0.30_tau20_am100.npz
2007-10-18,60,0.2,0.2231435513142097,60,200.0,4.587739082897781,0.2231435513142097,0.22293914382770108,0.00020440748650862872,0.0,0.0,0.5,10.0,5000,per_query,390700375,0.002007419585147775,0.000122725862806333,436.304739166309,1.0365880912630947,123.27177950436283,0.0786,instanton_2007-10-18_T60_delta0.20_tau60_am200.npz
2007-10-18,60,0.3,0.35667494393873245,60,200.0,10.012312155361496,0.35667494393873245,0.35651197672382295,0.00016296721490949295,0.0,0.0,0.5,10.0,5000,per_query,3602780517,6.1438175528270155e-06,1.2378471886594352e-06,132.1429130567329,0.9245051339646001,177.82346741821968,0.0144,instanton_2007-10-18_T60_delta0.30_tau60_am200.npz
