metric,mean,q025,q500,q975,n_boot
mean_log_score,0.2260737134441407,0.1935933014838537,0.22572913710076842,0.25941884147346866,200
mean_brier,0.07215883739542983,0.0613588143278611,0.07215063752342471,0.08257181218102728,200
