scope,n_rows,p_hat_mean,p_hat_median,p_hat_q10,p_hat_q90,se_mean,se_median,se_q10,se_q90,rel_se_mean,rel_se_median,rel_se_q10,rel_se_q90,ess_mean,ess_median,ess_q10,ess_q90,ess_frac_mean,ess_frac_median,ess_frac_q10,ess_frac_q90,mean_weight_mean,mean_weight_median,mean_weight_q10,mean_weight_q90,max_weight_mean,max_weight_median,max_weight_q10,max_weight_q90,weight_ratio_max_mean_mean,weight_ratio_max_mean_median,weight_ratio_max_mean_q10,weight_ratio_max_mean_q90,hit_rate_Q_mean,hit_rate_Q_median,hit_rate_Q_q10,hit_rate_Q_q90,Tdays,delta
overall,1852,0.1363524772794385,0.0030248735763137996,6.697085905791193e-09,0.5712913747570496,0.0011271786688832862,8.205737944019261e-05,0.0,0.004884857256534072,0.08652419488642522,0.04680873764721867,0.0,0.20737147357808966,1498.0406256156555,688.1089111297525,33.9863563695681,4632.286334661742,0.29960812512313106,0.1376217822259505,0.00679727127391362,0.9264572669323485,0.9990907526742291,0.9990615452792087,0.8804756669045785,1.0656533670121335,261.07046226229033,68.10112649064766,2.7135608619782934,594.071540277069,217.05607901854287,68.83437190775038,2.7147065176047223,626.3378483540791,0.21053466522678185,0.08940000000000001,0.0018200000000000046,0.6551000000000001,,
group,463,0.1689194870624721,0.0055897628087226,1.7687405149275807e-08,0.6693555365677236,0.0013182613758399527,7.822201023575082e-05,2.37204538330083e-09,0.0054102275680561005,0.10705918384068513,0.048944489479388426,0.009290928756025694,0.30715129766825416,1734.9394975709417,852.1602858877129,28.225724756462267,4840.67515658315,0.3469878995141884,0.1704320571775426,0.005645144951292453,0.9681350313166299,0.9987386158600222,0.9997866932959092,0.8973866103399488,1.073463741379121,241.71454500261106,56.04812531865234,1.9667743571882266,730.2006236981345,221.24338743768428,54.77219527150503,1.9595440187190176,733.1187832454463,0.24065399568034557,0.1088,0.0028,0.7159200000000001,20.0,0.2
group,463,0.05447061682362835,5.444370910506686e-07,0.0,0.008496308586001781,0.00018539048267199117,2.997639207374351e-08,0.0,0.00019676695065846,0.1268195164960724,0.05775612176270633,0.0,0.3210903118032341,548.0572071943456,86.00309217837508,17.175286592208536,1059.8903876994088,0.10961144143886911,0.017200618435675018,0.0034350573184417075,0.21197807753988177,0.9973860931947659,0.9773997010271718,0.7738729208354574,1.1370472048045044,603.9180107452105,258.86331967143474,39.39565535818994,1147.6045075959962,457.4424387130742,294.5680846766705,40.65045449089457,1010.0996257355133,0.08100518358531318,0.007,0.0,0.12112,20.0,0.3
group,463,0.24621933237230215,0.0884275631686657,0.0011408517431580202,0.7837330139996681,0.002332752015051977,0.0015257047664126,6.019905881345558e-05,0.0060874926360312805,0.032355678079756346,0.026565209273736012,0.007065188795289926,0.06762269577406665,2552.8618510239658,2503.1589813793094,434.3106783434257,4873.414732374763,0.5105723702047931,0.5006317962758619,0.08686213566868514,0.9746829464749526,1.00331536020646,1.0002009992979983,0.973723374552864,1.032293915890959,44.011398115603214,15.163698827429013,1.7079623495146194,111.26670993465952,42.63946916675227,15.421504614027208,1.7044840129984538,114.0325120608721,0.36351360691144713,0.2804,0.06908,0.81688,60.0,0.2
group,463,0.0758004728593514,0.0023997490136828,1.7657928446855071e-06,0.0993223920257763,0.0006723108019692236,8.954855693157642e-05,2.5598596802447945e-07,0.0020482694531144,0.07986240112918701,0.05814298020315467,0.025863095443287253,0.1758222799079487,1156.303946673369,649.0543166202057,88.10450869045697,2675.2764233064245,0.2312607893346738,0.12981086332404113,0.017620901738091395,0.5350552846612848,0.996922941435668,0.9983314605295416,0.9082608551613766,1.0613368225983868,154.63789518573654,70.7388969527686,11.890066149419972,359.589740654586,146.89902075666052,73.67151441003247,11.857676566586427,365.5416216321683,0.15696587473002158,0.0828,0.01024,0.2953200000000001,60.0,0.3
