metric,mean,q025,q500,q975,n_boot
mean_log_score,0.23583232760171705,0.04129667896120717,0.22198580200410434,0.46223270068109407,200
mean_brier,0.07534658851936495,0.009720318803634697,0.07087932863975244,0.15348688883084038,200
