Tdays,delta,metric,mean,q025,q500,q975,n_boot
20,0.2,mean_log_score,0.17219642776775004,0.01833267324908823,0.1592419234405305,0.4082878687703725,200
20,0.2,mean_brier,0.0555103166994186,0.0027452914310996395,0.05090675814763981,0.14098865089823273,200
20,0.3,mean_log_score,0.023232873182287415,4.518394313040381e-05,0.0007146759858250179,0.09805377544773397,200
20,0.3,mean_brier,0.00576324662339149,4.113807443121093e-08,4.581691091822232e-06,0.02787323822627482,200
60,0.2,mean_log_score,0.4237657129942219,0.08166029559209267,0.3948440834906003,0.8961848783873305,200
60,0.2,mean_brier,0.13754921276327764,0.016249462597976327,0.12625146863008785,0.30532618529809474,200
60,0.3,mean_log_score,0.19798094784359183,0.003760868772075907,0.16184573759747392,0.5846209100985483,200
60,0.3,mean_brier,0.062214615195725013,9.230646037215291e-05,0.05164132527975114,0.18741406172072897,200
