Date,check,lhs_Tdays,lhs_delta,rhs_Tdays,rhs_delta,lhs_p_hat,rhs_p_hat,lhs_se,rhs_se,combined_se,diff_lhs_minus_rhs,z_diff,raw_violation,sigma_violation
2007-01-05,horizon_monotone_d20,60,0.2,20,0.2,0.0009002334642115,2.292479380782725e-08,6.403328485510279e-05,6.461830333287413e-09,6.403328518114612e-05,0.0009002105394176922,14.058478131663142,False,False
2007-01-05,horizon_monotone_d30,60,0.3,20,0.3,1.2385779909737977e-06,0.0,2.218913936207172e-07,0.0,2.218913936207172e-07,1.2385779909737977e-06,5.581910910393038,False,False
2007-01-08,delta_monotone_T20,20,0.2,20,0.3,1.236104420585726e-08,0.0,4.199224152480421e-09,0.0,4.199224152480421e-09,1.236104420585726e-08,2.943649530724805,False,False
2007-01-08,delta_monotone_T60,60,0.2,60,0.3,0.0009072634458452,1.445642974331419e-06,6.029088541152212e-05,2.717252783366717e-07,6.0291497728387696e-05,0.0009058178028708686,15.0239724836753,False,False
2007-01-08,horizon_monotone_d20,60,0.2,20,0.2,0.0009072634458452,1.236104420585726e-08,6.029088541152212e-05,4.199224152480421e-09,6.029088555775885e-05,0.0009072510848009941,15.04789781088627,False,False
2007-01-08,horizon_monotone_d30,60,0.3,20,0.3,1.445642974331419e-06,0.0,2.717252783366717e-07,0.0,2.717252783366717e-07,1.445642974331419e-06,5.320237348474608,False,False
2007-01-09,delta_monotone_T20,20,0.2,20,0.3,2.6239178767238428e-08,0.0,9.730135728642444e-09,0.0,9.730135728642444e-09,2.6239178767238428e-08,2.6966919577492203,False,False
2007-01-09,delta_monotone_T60,60,0.2,60,0.3,0.0010425740342347,1.0847635772984843e-06,7.683092642396641e-05,1.9158257356472e-07,7.683116528497686e-05,0.0010414892706574015,13.555557393856793,False,False
2007-01-09,horizon_monotone_d20,60,0.2,20,0.2,0.0010425740342347,2.6239178767238428e-08,7.683092642396641e-05,9.730135728642444e-09,7.683092704009552e-05,0.0010425477950559328,13.56937674996244,False,False
2007-01-09,horizon_monotone_d30,60,0.3,20,0.3,1.0847635772984843e-06,0.0,1.9158257356472e-07,0.0,1.9158257356472e-07,1.0847635772984843e-06,5.662120291603828,False,False
2007-01-10,delta_monotone_T20,20,0.2,20,0.3,6.049406728201232e-09,0.0,2.3325732829757224e-09,0.0,2.3325732829757224e-09,6.049406728201232e-09,2.5934476624390777,False,False
2007-01-10,delta_monotone_T60,60,0.2,60,0.3,0.0008540870848699,9.35459947713041e-07,6.0323656654585645e-05,1.8851402109472013e-07,6.032395121107772e-05,0.0008531516249221869,14.14283394562385,False,False
2007-01-10,horizon_monotone_d20,60,0.2,20,0.2,0.0008540870848699,6.049406728201232e-09,6.0323656654585645e-05,2.3325732829757224e-09,6.032365669968319e-05,0.0008540810354631718,14.15831005927161,False,False
2007-01-10,horizon_monotone_d30,60,0.3,20,0.3,9.35459947713041e-07,0.0,1.8851402109472013e-07,0.0,1.8851402109472013e-07,9.35459947713041e-07,4.962283135656063,False,False
2007-01-11,delta_monotone_T20,20,0.2,20,0.3,4.702378531739727e-09,0.0,1.687502681011359e-09,0.0,1.687502681011359e-09,4.702378531739727e-09,2.7865902582871653,False,False
2007-01-11,delta_monotone_T60,60,0.2,60,0.3,0.0008602843312497,1.5883377366507307e-06,0.0002004419634641,7.719199955120391e-07,0.00020044344982518902,0.0008586959935130492,4.283981313741787,False,False
2007-01-11,horizon_monotone_d20,60,0.2,20,0.2,0.0008602843312497,4.702378531739727e-09,0.0002004419634641,1.687502681011359e-09,0.00020044196347120347,0.0008602796288711683,4.2919137987528275,False,False
2007-01-11,horizon_monotone_d30,60,0.3,20,0.3,1.5883377366507307e-06,0.0,7.719199955120391e-07,0.0,7.719199955120391e-07,1.5883377366507307e-06,2.0576455408401952,False,False
2007-01-12,delta_monotone_T20,20,0.2,20,0.3,1.9808610571243574e-09,0.0,1.1711267087511714e-09,0.0,1.1711267087511714e-09,1.9808610571243574e-09,1.69141480791318,False,False
2007-01-12,delta_monotone_T60,60,0.2,60,0.3,0.0004616118151906,2.6234035473152197e-08,0.0001212554403058,1.5839217026679172e-08,0.00012125544134031357,0.0004615855811551268,3.806720556644119,False,False
2007-01-12,horizon_monotone_d20,60,0.2,20,0.2,0.0004616118151906,1.9808610571243574e-09,0.0001212554403058,1.1711267087511714e-09,0.00012125544031145558,0.0004616098343295429,3.806920606150588,False,False
2007-01-12,horizon_monotone_d30,60,0.3,20,0.3,2.6234035473152197e-08,0.0,1.5839217026679172e-08,0.0,1.5839217026679172e-08,2.6234035473152197e-08,1.6562709778497422,False,False
2007-01-16,delta_monotone_T20,20,0.2,20,0.3,1.246112931129159e-08,0.0,4.360014441371023e-09,0.0,4.360014441371023e-09,1.246112931129159e-08,2.858047714945903,False,False
2007-01-16,delta_monotone_T60,60,0.2,60,0.3,0.0004735901218368,4.808456188501006e-07,7.001413343496823e-05,1.7705941270079833e-07,7.001435731823268e-05,0.0004731092762179499,6.757317989331109,False,False
2007-01-16,horizon_monotone_d20,60,0.2,20,0.2,0.0004735901218368,1.246112931129159e-08,7.001413343496823e-05,4.360014441371023e-09,7.001413357072457e-05,0.0004735776607074887,6.764029440271593,False,False
2007-01-16,horizon_monotone_d30,60,0.3,20,0.3,4.808456188501006e-07,0.0,1.7705941270079833e-07,0.0,1.7705941270079833e-07,4.808456188501006e-07,2.7157303388476253,False,False
2007-01-17,delta_monotone_T20,20,0.2,20,0.3,1.0449691364590956e-08,0.0,2.7174132465455087e-09,0.0,2.7174132465455087e-09,1.0449691364590956e-08,3.84545537116044,False,False
2007-01-17,delta_monotone_T60,60,0.2,60,0.3,0.0006626811155308,5.583455013189572e-07,0.0001202830583742,2.919744917084529e-07,0.00012028341274238527,0.0006621227700294811,5.504688925376352,False,False
2007-01-17,horizon_monotone_d20,60,0.2,20,0.2,0.0006626811155308,1.0449691364590956e-08,0.0001202830583742,2.7174132465455087e-09,0.00012028305840489565,0.0006626706658394354,5.509260195303314,False,False
2007-01-17,horizon_monotone_d30,60,0.3,20,0.3,5.583455013189572e-07,0.0,2.919744917084529e-07,0.0,2.919744917084529e-07,5.583455013189572e-07,1.912309181709221,False,False
2007-01-18,delta_monotone_T20,20,0.2,20,0.3,4.272855637908328e-09,0.0,1.873265643363203e-09,0.0,1.873265643363203e-09,4.272855637908328e-09,2.28096621162441,False,False
2007-01-18,delta_monotone_T60,60,0.2,60,0.3,0.000571662517879,1.3867601972760471e-06,5.518026382833573e-05,4.487385357756267e-07,5.518208842041253e-05,0.000570275757681724,10.33443593756361,False,False
2007-01-18,horizon_monotone_d20,60,0.2,20,0.2,0.000571662517879,4.272855637908328e-09,5.518026382833573e-05,1.873265643363203e-09,5.518026386013265e-05,0.0005716582450233621,10.359831668662629,False,False
2007-01-18,horizon_monotone_d30,60,0.3,20,0.3,1.3867601972760471e-06,0.0,4.487385357756267e-07,0.0,4.487385357756267e-07,1.3867601972760471e-06,3.090352369401677,False,False
2007-01-19,delta_monotone_T20,20,0.2,20,0.3,6.181201451271031e-09,0.0,2.369239729028821e-09,0.0,2.369239729028821e-09,6.181201451271031e-09,2.608938798187711,False,False
2007-01-19,delta_monotone_T60,60,0.2,60,0.3,0.0010549474081008,6.379298044101941e-07,0.000229204546003,2.891841522954549e-07,0.0002292047284327164,0.0010543094782963897,4.599859197956663,False,False
2007-01-19,horizon_monotone_d20,60,0.2,20,0.2,0.0010549474081008,6.181201451271031e-09,0.000229204546003,2.369239729028821e-09,0.00022920454601524517,0.0010549412268993487,4.602619124444334,False,False
2007-01-19,horizon_monotone_d30,60,0.3,20,0.3,6.379298044101941e-07,0.0,2.891841522954549e-07,0.0,2.891841522954549e-07,6.379298044101941e-07,2.20596391381237,False,False
2007-01-22,delta_monotone_T20,20,0.2,20,0.3,4.558371100157952e-09,0.0,2.338615661839309e-09,0.0,2.338615661839309e-09,4.558371100157952e-09,1.9491749647194345,False,False
2007-01-22,delta_monotone_T60,60,0.2,60,0.3,0.0007899313613607,9.823009554319005e-07,6.387224528687154e-05,1.6295420458634642e-07,6.387245315516758e-05,0.0007889490604052682,12.3519455012734,False,False
2007-01-22,horizon_monotone_d20,60,0.2,20,0.2,0.0007899313613607,4.558371100157952e-09,6.387224528687154e-05,2.338615661839309e-09,6.387224532968453e-05,0.0007899268029895999,12.367293476412087,False,False
2007-01-22,horizon_monotone_d30,60,0.3,20,0.3,9.823009554319005e-07,0.0,1.6295420458634642e-07,0.0,1.6295420458634642e-07,9.823009554319005e-07,6.028079839519559,False,False
2007-01-23,delta_monotone_T20,20,0.2,20,0.3,6.777659258420045e-09,0.0,2.6564328378640637e-09,0.0,2.6564328378640637e-09,6.777659258420045e-09,2.5514137462137767,False,False
2007-01-23,delta_monotone_T60,60,0.2,60,0.3,0.0005202519724231,5.178310347095864e-07,6.50677574380353e-05,1.4098919378439386e-07,6.506791018595696e-05,0.0005197341413883905,7.987564682852841,False,False
2007-01-23,horizon_monotone_d20,60,0.2,20,0.2,0.0005202519724231,6.777659258420045e-09,6.50677574380353e-05,2.6564328378640637e-09,6.506775749226059e-05,0.0005202451947638417,7.995437599424288,False,False
2007-01-23,horizon_monotone_d30,60,0.3,20,0.3,5.178310347095864e-07,0.0,1.4098919378439386e-07,0.0,1.4098919378439386e-07,5.178310347095864e-07,3.6728420158318915,False,False
2007-01-24,delta_monotone_T20,20,0.2,20,0.3,8.866572215919718e-09,0.0,3.917942524364025e-09,0.0,3.917942524364025e-09,8.866572215919718e-09,2.2630684755537533,False,False
2007-01-24,delta_monotone_T60,60,0.2,60,0.3,0.0006305177714343,1.7756811043437196e-07,0.0001462590571991,8.323240965536363e-08,0.0001462590808818503,0.0006303402033238656,4.309750885369377,False,False
2007-01-24,horizon_monotone_d20,60,0.2,20,0.2,0.0006305177714343,8.866572215919718e-09,0.0001462590571991,3.917942524364025e-09,0.00014625905725157635,0.0006305089048620841,4.310905025030774,False,False
2007-01-24,horizon_monotone_d30,60,0.3,20,0.3,1.7756811043437196e-07,0.0,8.323240965536363e-08,0.0,8.323240965536363e-08,1.7756811043437196e-07,2.133401053383166,False,False
2007-01-25,delta_monotone_T20,20,0.2,20,0.3,4.3292818691438366e-08,0.0,1.0512344282896144e-08,0.0,1.0512344282896144e-08,4.3292818691438366e-08,4.118283945653959,False,False
2007-01-25,delta_monotone_T60,60,0.2,60,0.3,0.0011244097646042,2.010757164216602e-06,7.488976725311339e-05,3.376772920426301e-07,7.489052854119174e-05,0.0011223990074399836,14.987195701558374,False,False
2007-01-25,horizon_monotone_d20,60,0.2,20,0.2,0.0011244097646042,4.3292818691438366e-08,7.488976725311339e-05,1.0512344282896144e-08,7.488976799092702e-05,0.0011243664717855086,15.013619376170679,False,False
2007-01-25,horizon_monotone_d30,60,0.3,20,0.3,2.010757164216602e-06,0.0,3.376772920426301e-07,0.0,3.376772920426301e-07,2.010757164216602e-06,5.954670958338394,False,False
2007-01-26,delta_monotone_T20,20,0.2,20,0.3,5.16951944239173e-08,0.0,1.529426260954732e-08,0.0,1.529426260954732e-08,5.16951944239173e-08,3.3800383675671286,False,False
