Date,P,X,r,M,D,delta,V_proxy
2002-01-02,74.48297882080078,4.310570627077747,,4.310570627077747,0.0,0.0,
2002-01-03,75.3275375366211,4.321845772289913,0.011275145212165327,4.321845772289913,0.0,0.0,
2002-01-04,75.8304214477539,4.328499550494497,0.0066537782045843485,4.328499550494497,0.0,0.0,
2002-01-07,75.29533386230469,4.321418165585725,-0.0070813849087718594,4.328499550494497,0.0070813849087718594,0.00705637098190004,
2002-01-08,75.12125396728516,4.319103527615917,-0.002314637969807798,4.328499550494497,0.009396022878579657,0.009352018186491562,
2002-01-09,74.5087890625,4.310917092420418,-0.008186435195499442,4.328499550494497,0.0175824580740791,0.01742878860517072,
2002-01-10,74.83759307861328,4.315320339993651,0.00440324757323296,4.328499550494497,0.013179210500846139,0.013092744972077242,
2002-01-11,74.10263061523438,4.305451032552256,-0.009869307441395136,4.328499550494497,0.023048517942241276,0.022784929841250356,
2002-01-14,73.63842010498047,4.299166901829739,-0.006284130722516323,4.328499550494497,0.0293326486647576,0.02890662218307294,
2002-01-15,74.23799896240234,4.3072761344832555,0.008109232653516152,4.328499550494497,0.021223416011241447,0.020999784188839077,
2002-01-16,72.73584747314453,4.286834350675311,-0.020441783807944702,4.328499550494497,0.04166519981918615,0.04080913590519142,
2002-01-17,73.28382873535156,4.29433996702708,0.007505616351768829,4.328499550494497,0.03415958346741732,0.033582731887583095,
2002-01-18,72.9486083984375,4.289755198685918,-0.004584768341161727,4.328499550494497,0.03874435180857905,0.03800338959347527,
2002-01-22,72.44567108154297,4.282836916554276,-0.0069182821316422505,4.328499550494497,0.0456626339402213,0.044635784710005066,
2002-01-23,73.00016021728516,4.290461635903314,0.007624719349037967,4.328499550494497,0.03803791459118333,0.03732355928443232,
2002-01-24,73.22581481933594,4.293548020263165,0.003086384359851202,4.328499550494497,0.03495153023133213,0.03434777993700744,
2002-01-25,73.2064437866211,4.293283446964737,-0.0002645732984278837,4.328499550494497,0.03521610352976001,0.034603231935624645,
2002-01-28,73.4063491821289,4.296010432998386,0.0027269860336494034,4.328499550494497,0.03248911749611061,0.03196701560329751,
2002-01-29,71.0982666015625,4.2640629567871455,-0.03194747621124083,4.328499550494497,0.06443659370735144,0.0624044381640656,
2002-01-30,72.12340545654297,4.278378616529014,0.014315659741868103,4.328499550494497,0.05012093396548334,0.04888560449007906,
2002-01-31,72.96791076660156,4.2900197659657175,0.011641149436703913,4.328499550494497,0.038479784528779426,0.037748843096231166,0.03144093780569846
2002-02-01,72.62625885009766,4.285326548586018,-0.004693217379699632,4.328499550494497,0.04317300190847906,0.04225431609745012,0.03011664491740148
2002-02-04,70.821044921875,4.260156201190484,-0.02517034739553381,4.328499550494497,0.06834334930401287,0.06606024904306085,0.03754149257496376
2002-02-05,70.38267517089844,4.253947141556093,-0.00620905963439089,4.328499550494497,0.07455240893840376,0.07184117103462051,0.03739541333236099
2002-02-06,70.07964324951172,4.2496323559974805,-0.004314785558612755,4.328499550494497,0.07886719449701651,0.07583734981882428,0.03756248713347876
2002-02-07,69.64124298095703,4.243356963404646,-0.006275392592834272,4.328499550494497,0.08514258708985079,0.0816186742554389,0.03721425880387826
2002-02-08,70.97575378417969,4.26233832272081,0.018981359316163626,4.328499550494497,0.06616122777368716,0.06402005383708687,0.041509641798834686
