Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume,LogAdjClose,LogReturn
2002-01-02,74.48297882080078,0.0,115.52999877929688,0.0,115.75,113.80999755859375,115.11000061035156,0.0,18651900,4.310570627077747,
2002-01-03,75.32756042480469,0.0,116.83999633789062,0.0,116.94999694824219,115.54000091552734,115.6500015258789,0.0,15743000,4.321846076138689,0.011275449060941689
2002-01-04,75.8304443359375,0.0,117.62000274658203,0.0,117.9800033569336,116.55000305175781,117.16999816894531,0.0,20140700,4.3284998523282425,0.00665377618955354
2002-01-07,75.29531860351562,0.0,116.79000091552734,0.0,117.98999786376953,116.55999755859375,117.69999694824219,0.0,13106500,4.321417962933186,-0.007081889395056606
2002-01-08,75.12126159667969,0.0,116.5199966430664,0.0,117.05999755859375,115.97000122070312,116.79000091552734,0.0,12683700,4.319103629176976,-0.0023143337562094857
2002-01-09,74.5087890625,0.0,115.56999969482422,0.0,117.77999877929688,115.33999633789062,116.68000030517578,0.0,16610300,4.310917092420418,-0.00818653675655856
2002-01-10,74.83759307861328,0.0,116.08000183105469,0.0,116.3499984741211,115.30000305175781,115.69000244140625,0.0,12823400,4.315320339993651,0.00440324757323296
2002-01-11,74.1026382446289,0.0,114.94000244140625,0.0,116.27999877929688,114.69999694824219,116.20999908447266,0.0,13708400,4.305451135509386,-0.009869204484265204
2002-01-14,73.63845825195312,0.0,114.22000122070312,0.0,114.83999633789062,113.95999908447266,114.6500015258789,0.0,12301100,4.299167419860446,-0.006283715648939925
2002-01-15,74.23802185058594,0.0,115.1500015258789,0.0,115.38999938964844,113.9000015258789,114.55000305175781,0.0,20219900,4.307276442791405,0.008109022930959497
2002-01-16,72.73583984375,0.0,112.81999969482422,0.0,114.4000015258789,112.69000244140625,114.30000305175781,0.0,17067000,4.286834245783497,-0.020442197007907836
2002-01-17,73.28384399414062,0.0,113.66999816894531,0.0,114.23999786376953,113.4000015258789,113.76000213623047,0.0,17283400,4.294340175242013,0.007505929458515581
2002-01-18,72.9486083984375,0.0,113.1500015258789,0.0,113.8499984741211,112.66999816894531,113.0,0.0,17028000,4.289755198685918,-0.004584976556095022
2002-01-22,72.44576263427734,0.0,112.37000274658203,0.0,113.93000030517578,112.0199966430664,113.75,0.0,11689300,4.282838180296817,-0.006917018389100527
2002-01-23,73.00017547607422,0.0,113.2300033569336,0.0,113.55000305175781,112.0199966430664,112.62999725341797,0.0,12438900,4.290461844927341,0.007623664630523663
2002-01-24,73.22582244873047,0.0,113.58000183105469,0.0,114.25,113.31999969482422,113.63999938964844,0.0,12142800,4.2935481244531175,0.0030862795257764475
2002-01-25,73.20651245117188,0.0,113.55000305175781,0.0,114.18000030517578,113.04000091552734,113.12000274658203,0.0,12810700,4.29328438492204,-0.0002637395310776114
2002-01-28,73.40632629394531,0.0,113.86000061035156,0.0,114.19000244140625,112.91999816894531,113.9000015258789,0.0,10589200,4.296010121197194,0.002725736275154489
2002-01-29,71.09828186035156,0.0,110.27999877929688,0.0,114.12999725341797,110.05000305175781,113.8499984741211,0.0,27720800,4.264063171402609,-0.03194694979458568
2002-01-30,72.12338256835938,0.0,111.87000274658203,0.0,113.38999938964844,108.4000015258789,110.38999938964844,0.0,34711800,4.278378299181447,0.014315127778838033
2002-01-31,72.96794128417969,0.0,113.18000030517578,0.0,113.30000305175781,111.62000274658203,112.1500015258789,0.0,19909200,4.290020184198492,0.011641885017045439
2002-02-01,72.62625122070312,0.0,112.6500015258789,0.0,113.30000305175781,112.16999816894531,113.08999633789062,0.0,15838500,4.285326443535929,-0.004693740662562895
2002-02-04,70.82108306884766,0.0,109.8499984741211,0.0,112.2300033569336,109.44000244140625,112.2300033569336,0.0,24243400,4.26015673982928,-0.025169703706649393
2002-02-05,70.38265228271484,0.0,109.16999816894531,0.0,110.48999786376953,108.52999877929688,109.4000015258789,0.0,33614000,4.253946816359768,-0.006209923469511658
2002-02-06,70.07965087890625,0.0,108.69999694824219,0.0,109.73999786376953,108.05999755859375,109.6500015258789,0.0,29486000,4.24963246486496,-0.0043143514948082995
2002-02-07,69.64122009277344,0.0,108.0199966430664,0.0,109.86000061035156,108.0,108.72000122070312,0.0,23445400,4.243356634746133,-0.0062758301188265975
2002-02-08,70.97578430175781,0.0,110.08999633789062,0.0,110.75,108.30000305175781,108.62999725341797,0.0,19277800,4.262338752692595,0.018982117946461763
2002-02-11,71.84611511230469,0.0,111.44000244140625,0.0,111.63999938964844,109.81999969482422,110.05000305175781,0.0,18792400,4.274526541645063,0.012187788952467749
2002-02-12,71.6205062866211,0.0,111.08999633789062,0.0,111.70999908447266,110.02999877929688,110.95999908447266,0.0,13942500,4.271381433612895,-0.0031451080321680536
2002-02-13,72.3812255859375,0.0,112.2699966430664,0.0,112.54000091552734,111.3499984741211,111.4800033569336,0.0,16781100,4.281946950652333,0.010565517039438532
2002-02-14,72.24588012695312,0.0,112.05999755859375,0.0,112.97000122070312,111.58999633789062,112.51000213623047,0.0,20453800,4.280075302902382,-0.0018716477499509665
2002-02-15,71.49156951904297,0.0,110.88999938964844,0.0,112.23999786376953,110.70999908447266,112.1500015258789,0.0,18366800,4.269579533923596,-0.010495768978786124
2002-02-19,70.11833190917969,0.0,108.76000213623047,0.0,110.29000091552734,108.61000061035156,110.1500015258789,0.0,15988100,4.2501842706825,-0.01939526324109586
2002-02-20,71.2981185913086,0.0,110.58999633789062,0.0,110.58999633789062,107.81999969482422,109.05000305175781,0.0,29242800,4.266869939853428,0.016685669170927397
2002-02-21,69.82176208496094,0.0,108.30000305175781,0.0,110.62999725341797,108.26000213623047,109.93000030517578,0.0,26288600,4.245945738897256,-0.020924200956171646
2002-02-22,70.6856689453125,0.0,109.63999938964844,0.0,109.94000244140625,107.87000274658203,108.3499984741211,0.0,26572900,4.258242850026249,0.012297111128992455
2002-02-25,71.85259246826172,0.0,111.44999694824219,0.0,111.80999755859375,109.69999694824219,109.73999786376953,0.0,17458700,4.274616693547895,0.01637384352164606
2002-02-26,71.7043228149414,0.0,111.22000122070312,0.0,112.04000091552734,110.56999969482422,111.5999984741211,0.0,22346500,4.272551036094204,-0.0020656574536905836
2002-02-27,71.98153686523438,0.0,111.6500015258789,0.0,112.86000061035156,110.6500015258789,111.95999908447266,0.0,28597900,4.276409653704338,0.003858617610133841
2002-02-28,71.65916442871094,0.0,111.1500015258789,0.0,112.75,111.02999877929688,111.83000183105469,0.0,23755400,4.2719210515898896,-0.004488602114448348
2002-03-01,73.32898712158203,0.0,113.73999786376953,0.0,113.8499984741211,111.51000213623047,111.72000122070312,0.0,26273600,4.29495598940404,0.02303493781415078
2002-03-04,74.62483215332031,0.0,115.75,0.0,115.98999786376953,113.6500015258789,113.9000015258789,0.0,27184600,4.312473322508499,0.017517333104458466
